insee	osm	geonames	wikidata	wikipedia	databnf	viaf	siaf	inha
01247	73946	6612205	Q18103	https://fr.wikipedia.org/wiki/Mijoux	ark:/12148/cb15242984v	242322928		
01248	147352	6424593	Q274703	https://fr.wikipedia.org/wiki/Mionnay	ark:/12148/cb152429856			
01249	149480	6615624	Q363100	https://fr.wikipedia.org/wiki/Miribel_(Ain)	ark:/12148/cb15242986j	240017936		ark:/54721/d487076c-3339-4ac8-bc0c-2d4f85ea95d5
01250	145687	6424594	Q747899	https://fr.wikipedia.org/wiki/Mis%C3%A9rieux	ark:/12148/cb15242987w			
01251		2993646	Q52690385	https://fr.wikipedia.org/wiki/Mo%C3%ABns				
01252	140754	6424595	Q843576	https://fr.wikipedia.org/wiki/Mogneneins	ark:/12148/cb15242989k			
01253		2993484	Q42842748	https://fr.wikipedia.org/wiki/Mollon			18360689	
01254	140517	6424596	Q653371	https://fr.wikipedia.org/wiki/Montagnat	ark:/12148/cb152429914	239238848		ark:/54721/b883031f-fa28-4443-a213-e78a2631030a
01255	146648	6618062	Q859336	https://fr.wikipedia.org/wiki/Montagnieu_(Ain)	ark:/12148/cb15242992g			
01256								
01257	140518	6424597	Q244706	https://fr.wikipedia.org/wiki/Montanges	ark:/12148/cb15242993t			
01258	145098	6424598	Q840420	https://fr.wikipedia.org/wiki/Montceaux	ark:/12148/cb152429945			
01259	140121	6424599	Q244555	https://fr.wikipedia.org/wiki/Montcet	ark:/12148/cb15242995h			
01260	148025	6455422	Q844856	https://fr.wikipedia.org/wiki/Le_Montellier	ark:/12148/cb15242996v			
01261	148014	6424600	Q742970	https://fr.wikipedia.org/wiki/Monthieux	ark:/12148/cb152429976			
01262	147333	2992290	Q239858	https://fr.wikipedia.org/wiki/Montluel	ark:/12148/cb15242998j	143055593	18396231	ark:/54721/ac8b574c-4c98-4e6f-a587-d10b897bdd0e
01263	145113	6618061	Q839835	https://fr.wikipedia.org/wiki/Montmerle-sur-Sa%C3%B4ne	ark:/12148/cb15242999w	239592093		ark:/54721/63c8906f-40e4-4a90-b045-cffc33fe76d9
01264	140127	6424602	Q845887	https://fr.wikipedia.org/wiki/Montracol	ark:/12148/cb15243000r			
01265	26657	2992116	Q271354	https://fr.wikipedia.org/wiki/Montr%C3%A9al-la-Cluse	ark:/12148/cb152430013	132541408	18351318	ark:/54721/822ff193-ba8f-4a12-9626-cb4ad30c8a9b
01266	139201	6424603	Q244552	https://fr.wikipedia.org/wiki/Montrevel-en-Bresse	ark:/12148/cb15243002f	152387475		ark:/54721/4283868b-a2ef-40a7-86d9-001b598ed56f
01267	142506				ark:/12148/cb15243003s			
01268	145864	6424604	Q676079	https://fr.wikipedia.org/wiki/Murs-et-G%C3%A9lignieux	ark:/12148/cb152430044		18358501	
01269	140520	2990932	Q193937	https://fr.wikipedia.org/wiki/Nantua	ark:/12148/cb15243005g	151288322	18359102	ark:/54721/e9f74d9e-9f89-46e9-b1c4-ac4cdcd5a2ed
01270		2990923	Q52151684	https://fr.wikipedia.org/wiki/Napt				
01271		6612206	Q838238	https://fr.wikipedia.org/wiki/Nattages			18407779	
01272	142242	6424607	Q540001	https://fr.wikipedia.org/wiki/Neuville-les-Dames	ark:/12148/cb15243008h	236148481		
01273	142226	6424608	Q842776	https://fr.wikipedia.org/wiki/Neuville-sur-Ain	ark:/12148/cb15243009v			ark:/54721/72ad24a6-5850-4086-a294-2ccf3e230348
01274	30300	6455423	Q275230	https://fr.wikipedia.org/wiki/Les_Neyrolles	ark:/12148/cb152430102			
01275	147270	6619612	Q363159	https://fr.wikipedia.org/wiki/Neyron	ark:/12148/cb15243011d		18309276	ark:/54721/f049de42-6050-4666-b5d0-836ecaab687a
01276	147230	2990369	Q328367	https://fr.wikipedia.org/wiki/Ni%C3%A9vroz	ark:/12148/cb15243012r		18374676	
01277	145641	2990326	Q649588	https://fr.wikipedia.org/wiki/Nivollet-Montgriffon	ark:/12148/cb152430133			
01278		2989760	Q55071875	https://fr.wikipedia.org/wiki/Ochiaz				
01279	145680	6424610	Q543920	https://fr.wikipedia.org/wiki/Oncieu	ark:/12148/cb15243015s			
01280	146705	6424611	Q988672	https://fr.wikipedia.org/wiki/Ordonnaz	ark:/12148/cb152430164			
01281	139875	6424612	Q271347	https://fr.wikipedia.org/wiki/Ornex	ark:/12148/cb15243017g			
01282	145115	6424613	Q237440	https://fr.wikipedia.org/wiki/Outriaz	ark:/12148/cb15243018t			
01283	21541	2988888	Q191856	https://fr.wikipedia.org/wiki/Oyonnax	ark:/12148/cb152430195	143871644	131019186	ark:/54721/bec7d28e-e956-427f-befb-b87de2406498
01284	139153	6424615	Q1002187	https://fr.wikipedia.org/wiki/Ozan	ark:/12148/cb15243020c			
01285	147323	2988568	Q842948	https://fr.wikipedia.org/wiki/Parcieux	ark:/12148/cb15243021q		18379658	
01286	5822168				ark:/12148/cb152430222			
01287		2988400	Q52151334	https://fr.wikipedia.org/wiki/Passin_(Ain)				
01288	140256	6424618	Q328392	https://fr.wikipedia.org/wiki/P%C3%A9ron	ark:/12148/cb15243024r			
01289	140757	2987930	Q784274	https://fr.wikipedia.org/wiki/P%C3%A9ronnas	ark:/12148/cb152430253	168346983	18384916	ark:/54721/e4433ff9-f556-4979-abee-1ed485e4b24e
01290	149442	2987922	Q325826	https://fr.wikipedia.org/wiki/P%C3%A9rouges	ark:/12148/cb15243026f	236505175	18392745	ark:/54721/0c4a7b19-2d72-452f-b5b7-d91ed37e1182
01291	140025	6424621	Q840426	https://fr.wikipedia.org/wiki/Perrex	ark:/12148/cb15243027s			
01292		6455424	Q272351	https://fr.wikipedia.org/wiki/Le_Petit-Abergement			18337938	
01293	140759	2987494	Q326801	https://fr.wikipedia.org/wiki/Peyriat	ark:/12148/cb15243029g		18320911	
01294	145868	6615628	Q849181	https://fr.wikipedia.org/wiki/Peyrieu	ark:/12148/cb15243030p			
01295	142156	6424623	Q693575	https://fr.wikipedia.org/wiki/Peyzieux-sur-Sa%C3%B4ne	ark:/12148/cb152430311			
01296	139001	6612207	Q840554	https://fr.wikipedia.org/wiki/Pirajoux	ark:/12148/cb15243032c			
01297	147350	6618059	Q845872	https://fr.wikipedia.org/wiki/Pizay	ark:/12148/cb15243033q			
01298	30242	6424625	Q328407	https://fr.wikipedia.org/wiki/Plagne_(Ain)	ark:/12148/cb152430342			
01299	145589	6455425	Q842849	https://fr.wikipedia.org/wiki/Le_Plantay	ark:/12148/cb15243035d			
01300		6618058	Q317986	https://fr.wikipedia.org/wiki/Le_Poizat			18297326	
01301	139614	6424626	Q387650	https://fr.wikipedia.org/wiki/Polliat	ark:/12148/cb152430373			
01302	146662	6424627	Q774346	https://fr.wikipedia.org/wiki/Pollieu	ark:/12148/cb15243038f			
01303	142227	6424628	Q665272	https://fr.wikipedia.org/wiki/Poncin	ark:/12148/cb15243039s			
01304	145500	2986265	Q269706	https://fr.wikipedia.org/wiki/Pont-d%27Ain	ark:/12148/cb152430400	143067429		ark:/54721/bd5d3080-7b87-46f4-819e-bc250ba1ebf9
01305	138958	6424630	Q840893	https://fr.wikipedia.org/wiki/Pont-de-Vaux	ark:/12148/cb15243041b	147927557		ark:/54721/25807e64-b992-4653-9d48-383a6e76028b
01306	140022	2986225	Q769579	https://fr.wikipedia.org/wiki/Pont-de-Veyle	ark:/12148/cb15243042p	243846589	169191352	
01307	140755	6453505	Q326776	https://fr.wikipedia.org/wiki/Port_(Ain)	ark:/12148/cb152430431			
01308	140763	6424632	Q250679	https://fr.wikipedia.org/wiki/Pougny_(Ain)	ark:/12148/cb15243044c			
01309	139250	6612208	Q646670	https://fr.wikipedia.org/wiki/Pouillat	ark:/12148/cb15243045q			
01310	146570	6424634	Q840117	https://fr.wikipedia.org/wiki/Pr%C3%A9meyzel	ark:/12148/cb152430462			
01311	148017	6424635	Q326791	https://fr.wikipedia.org/wiki/Pr%C3%A9millieu	ark:/12148/cb15243047d			
01312		6424636	Q740298	https://fr.wikipedia.org/wiki/Pressiat		243254081		
01313	139886				ark:/12148/cb152430493			
01314	145597	6424637	Q845882	https://fr.wikipedia.org/wiki/Priay	ark:/12148/cb152430509			
01315		2985258	Q57051489	https://fr.wikipedia.org/wiki/Proulieu				
01316		6424638	Q739588	https://fr.wikipedia.org/wiki/Pugieu			18398437	
01317	140327	6424639	Q777019	https://fr.wikipedia.org/wiki/Ramasse	ark:/12148/cb152430520			
01318	145702	6424640	Q663239	https://fr.wikipedia.org/wiki/Ranc%C3%A9_(Ain)	ark:/12148/cb15243053b			
01319	145097	6424641	Q966793	https://fr.wikipedia.org/wiki/Relevant	ark:/12148/cb15243054p			
01320	148902	2983942	Q842571	https://fr.wikipedia.org/wiki/Replonges	ark:/12148/cb152430551		169312430	
01321	140526	6424643	Q665520	https://fr.wikipedia.org/wiki/Revonnas	ark:/12148/cb15243056c			
01322	148028	2983779	Q840915	https://fr.wikipedia.org/wiki/Reyrieux	ark:/12148/cb15243057q	247813112	18401034	
01323	138959	6453506	Q274685	https://fr.wikipedia.org/wiki/Reyssouze	ark:/12148/cb152430582			
01324		2983564	Q52148366	https://fr.wikipedia.org/wiki/Rignat				
01325	148363	6424645	Q840542	https://fr.wikipedia.org/wiki/Rignieux-le-Franc	ark:/12148/cb15243060m			
01326			Q3432071	https://fr.wikipedia.org/wiki/Rillieux				
01327		2983020	Q56600423	https://fr.wikipedia.org/wiki/Roman%C3%A8che				
01328	142154	6453507	Q613120	https://fr.wikipedia.org/wiki/Romans_(Ain)	ark:/12148/cb152430629			
01329	146917	6424646	Q848996	https://fr.wikipedia.org/wiki/Rossillon	ark:/12148/cb15243063n			
01330	145638	6424647	Q275856	https://fr.wikipedia.org/wiki/Ruffieu	ark:/12148/cb152430640	246818291		
01331	142220	6618056	Q681135	https://fr.wikipedia.org/wiki/Saint-Alban_(Ain)	ark:/12148/cb15243065b			
01332	139511	6424648	Q778973	https://fr.wikipedia.org/wiki/Saint-Andr%C3%A9-de-B%C3%A2g%C3%A9	ark:/12148/cb15243066p	242358746		ark:/54721/5ce438f0-0e66-4967-99eb-e4ec2cd94950
01333	148029	6424649	Q841590	https://fr.wikipedia.org/wiki/Saint-Andr%C3%A9-de-Corcy	ark:/12148/cb152430671			
01334	140120	2981738	Q864540	https://fr.wikipedia.org/wiki/Saint-Andr%C3%A9-d%27Huiriat	ark:/12148/cb15243068c			
01335	142159	6424651	Q853402	https://fr.wikipedia.org/wiki/Saint-Andr%C3%A9-le-Bouchoux	ark:/12148/cb15243069q			
01336	140528	2981712	Q766749	https://fr.wikipedia.org/wiki/Saint-Andr%C3%A9-sur-Vieux-Jonc	ark:/12148/cb15243070x		18352680	
01337	139130	6424653	Q747701	https://fr.wikipedia.org/wiki/Saint-B%C3%A9nigne	ark:/12148/cb152430718			
01338	5827512				ark:/12148/cb15243072m			
01339	148009	6615629	Q1002098	https://fr.wikipedia.org/wiki/Saint-Bernard_(Ain)	ark:/12148/cb15243073z			
01340		6424654	Q776844	https://fr.wikipedia.org/wiki/Saint-Bois			18329607	
01341	146664	6618055	Q849177	https://fr.wikipedia.org/wiki/Saint-Champ	ark:/12148/cb15243075n		18411789	
01342	147351	6615630	Q1002122	https://fr.wikipedia.org/wiki/Sainte-Croix_(Ain)	ark:/12148/cb152430760			
01343	139597	2980934	Q843587	https://fr.wikipedia.org/wiki/Saint-Cyr-sur-Menthon	ark:/12148/cb15243077b	244737935	18357788	ark:/54721/412befb6-dd8d-4d06-b091-8f2238ce9e3b
01344	140124	6424656	Q838701	https://fr.wikipedia.org/wiki/Saint-Denis-l%C3%A8s-Bourg	ark:/12148/cb15243078p	155951057		
01345	148008	6424657	Q838693	https://fr.wikipedia.org/wiki/Saint-Denis-en-Bugey	ark:/12148/cb152430791			
01346	139254	2980846	Q1016836	https://fr.wikipedia.org/wiki/Saint-Didier-d%27Aussiat	ark:/12148/cb152430807			
01347	147980	6424659	Q842555	https://fr.wikipedia.org/wiki/Saint-Didier-de-Formans	ark:/12148/cb15243081k	247393037		
01348	140131	6424660	Q859330	https://fr.wikipedia.org/wiki/Saint-Didier-sur-Chalaronne	ark:/12148/cb15243082x			
01349	147995	6424412	Q674534	https://fr.wikipedia.org/wiki/Saint-%C3%89loi_(Ain)	ark:/12148/cb152430838			
01350	148917	6424661	Q846508	https://fr.wikipedia.org/wiki/Saint-%C3%89tienne-du-Bois_(Ain)	ark:/12148/cb15243084m			
01351	142236	6424662	Q859379	https://fr.wikipedia.org/wiki/Saint-%C3%89tienne-sur-Chalaronne	ark:/12148/cb15243085z			
01352	138966	6424663	Q843593	https://fr.wikipedia.org/wiki/Saint-%C3%89tienne-sur-Reyssouze	ark:/12148/cb152430869			
01353	147975	6453509	Q864570	https://fr.wikipedia.org/wiki/Sainte-Euph%C3%A9mie_(Ain)	ark:/12148/cb15243087n	234376082		
01354	139618	2979983	Q332416	https://fr.wikipedia.org/wiki/Saint-Genis-Pouilly	ark:/12148/cb152430880	266367341	18330088	
01355	139569	6424665	Q843098	https://fr.wikipedia.org/wiki/Saint-Genis-sur-Menthon	ark:/12148/cb15243089b	239172314		
01356	142219	6424666	Q601328	https://fr.wikipedia.org/wiki/Saint-Georges-sur-Renon	ark:/12148/cb15243090j			
01357	140331	6424667	Q275210	https://fr.wikipedia.org/wiki/Saint-Germain-de-Joux	ark:/12148/cb15243091w			
01358	146628	6424668	Q515730	https://fr.wikipedia.org/wiki/Saint-Germain-les-Paroisses	ark:/12148/cb152430927			
01359	145126	6424669	Q840510	https://fr.wikipedia.org/wiki/Saint-Germain-sur-Renon	ark:/12148/cb15243093k			
01360	140254	6424670	Q328380	https://fr.wikipedia.org/wiki/Saint-Jean-de-Gonville	ark:/12148/cb15243094x	153149298		
01361	149265	6618054	Q369021	https://fr.wikipedia.org/wiki/Saint-Jean-de-Niost	ark:/12148/cb152430958			
01362	147978	6424671	Q784676	https://fr.wikipedia.org/wiki/Saint-Jean-de-Thurigneux	ark:/12148/cb15243096m			
01363	145599	6615631	Q454581	https://fr.wikipedia.org/wiki/Saint-Jean-le-Vieux_(Ain)	ark:/12148/cb15243097z			ark:/54721/b0a8dc11-2564-4d5a-bbe9-0db38e7949db
01364	138977	6424672	Q840506	https://fr.wikipedia.org/wiki/Saint-Jean-sur-Reyssouze	ark:/12148/cb152430989			
01365	139615	6424673	Q853385	https://fr.wikipedia.org/wiki/Saint-Jean-sur-Veyle	ark:/12148/cb15243099n			
01366	149268	6424674	Q781375	https://fr.wikipedia.org/wiki/Sainte-Julie_(Ain)	ark:/12148/cb152431001			
01367	138980	6424675	Q550472	https://fr.wikipedia.org/wiki/Saint-Julien-sur-Reyssouze	ark:/12148/cb15243101c			
01368	140125	6424676	Q14964	https://fr.wikipedia.org/wiki/Saint-Julien-sur-Veyle	ark:/12148/cb15243102q			
01369	140329	6615632	Q859353	https://fr.wikipedia.org/wiki/Saint-Just_(Ain)	ark:/12148/cb152431032			
01370	296220		Q839759	https://fr.wikipedia.org/wiki/Saint-Laurent-sur-Sa%C3%B4ne	ark:/12148/cb15243104d			ark:/54721/75be2774-3ad8-4b07-b6c9-7a24ec8edd06
01371	147982	6615633	Q853448	https://fr.wikipedia.org/wiki/Saint-Marcel_(Ain)	ark:/12148/cb15243105r			
01372	146703	6424678	Q653131	https://fr.wikipedia.org/wiki/Saint-Martin-de-Bavel	ark:/12148/cb152431063			
01373	140756	2978302	Q275313	https://fr.wikipedia.org/wiki/Saint-Martin-du-Fr%C3%AAne	ark:/12148/cb15243107f		18302974	
01374	142157	6424680	Q864455	https://fr.wikipedia.org/wiki/Saint-Martin-du-Mont_(Ain)	ark:/12148/cb15243108s			
01375	139529	6424681	Q855935	https://fr.wikipedia.org/wiki/Saint-Martin-le-Ch%C3%A2tel	ark:/12148/cb152431094			
01376	149445	6424682	Q11981	https://fr.wikipedia.org/wiki/Saint-Maurice-de-Beynost	ark:/12148/cb15243110b			
01377			Q52385895	https://fr.wikipedia.org/wiki/Saint-Maurice-d%27%C3%89chazeaux				
01378	147221	6424683	Q325794	https://fr.wikipedia.org/wiki/Saint-Maurice-de-Gourdans	ark:/12148/cb15243111p	158670964		
01379	147986	2978157	Q537815	https://fr.wikipedia.org/wiki/Saint-Maurice-de-R%C3%A9mens	ark:/12148/cb152431121	300825645	18378545	
01380	139133	6424685	Q840777	https://fr.wikipedia.org/wiki/Saint-Nizier-le-Bouchoux	ark:/12148/cb15243113c			
01381	145125	2977858	Q853549	https://fr.wikipedia.org/wiki/Saint-Nizier-le-D%C3%A9sert	ark:/12148/cb15243114q		18341859	
01382	145617	6424687	Q845878	https://fr.wikipedia.org/wiki/Sainte-Olive	ark:/12148/cb152431152			
01383	142225	6424688	Q274716	https://fr.wikipedia.org/wiki/Saint-Paul-de-Varax	ark:/12148/cb15243116d			ark:/54721/83226e1d-ad63-444e-9607-9907d070288d
01383	142225	6424688	Q274716	https://fr.wikipedia.org/wiki/Saint-Paul-de-Varax	ark:/12148/cb15243116d			ark:/54721/b44de700-3103-4dbc-a917-291b9486b137
01384	145675	2977250	Q589126	https://fr.wikipedia.org/wiki/Saint-Rambert-en-Bugey	ark:/12148/cb15243117r	155947909	18336183	
01385	140128	6618053	Q679713	https://fr.wikipedia.org/wiki/Saint-R%C3%A9my_(Ain)	ark:/12148/cb152431183			
01386	146719	6424690	Q741820	https://fr.wikipedia.org/wiki/Saint-Sorlin-en-Bugey	ark:/12148/cb15243119f			
01387	139252	6615634	Q853408	https://fr.wikipedia.org/wiki/Saint-Sulpice_(Ain)	ark:/12148/cb15243120n			
01388	139132	6424691	Q838736	https://fr.wikipedia.org/wiki/Saint-Trivier-de-Courtes	ark:/12148/cb152431210	126670074		ark:/54721/5240e7a6-6345-4c2e-829c-8b2b08fcf9e9
01389	145100	6424692	Q840949	https://fr.wikipedia.org/wiki/Saint-Trivier-sur-Moignans	ark:/12148/cb15243122b	239651638		
01390	149322	2976561	Q576732	https://fr.wikipedia.org/wiki/Saint-Vulbas	ark:/12148/cb15243123p		18344146	
01391	139163	6424694	Q772905	https://fr.wikipedia.org/wiki/Salavre	ark:/12148/cb152431241			
01392	139505	2976283	Q326796	https://fr.wikipedia.org/wiki/Samognat	ark:/12148/cb15243125c		18320456	
01393	145111	6424696	Q845837	https://fr.wikipedia.org/wiki/Sandrans	ark:/12148/cb15243126q			
01394								
01395								
01396	146711	6424697	Q840087	https://fr.wikipedia.org/wiki/Sault-Br%C3%A9naz	ark:/12148/cb152431272			
01397	139260	6424698	Q339121	https://fr.wikipedia.org/wiki/Sauverny_(Ain)	ark:/12148/cb15243128d			
01398	145671	6614017	Q325478	https://fr.wikipedia.org/wiki/Savigneux_(Ain)	ark:/12148/cb15243129r	246994113		
01399	139568	6424699	Q275812	https://fr.wikipedia.org/wiki/S%C3%A9gny	ark:/12148/cb15243130z			
01400	146647	6424700	Q853464	https://fr.wikipedia.org/wiki/Seillonnaz	ark:/12148/cb152431319			
01401	139616	6424701	Q326447	https://fr.wikipedia.org/wiki/Sergy_(Ain)	ark:/12148/cb15243132n			
01402	139140	6424702	Q840839	https://fr.wikipedia.org/wiki/Sermoyer	ark:/12148/cb152431330			
01403	146649	6615635	Q993739	https://fr.wikipedia.org/wiki/Serri%C3%A8res-de-Briord	ark:/12148/cb15243134b			
01404	140521	2974803	Q841574	https://fr.wikipedia.org/wiki/Serri%C3%A8res-sur-Ain	ark:/12148/cb15243135p		18384720	
01405	140758	6424413	Q859349	https://fr.wikipedia.org/wiki/Servas_(Ain)	ark:/12148/cb152431361			
01406	138973	6424704	Q841399	https://fr.wikipedia.org/wiki/Servignat	ark:/12148/cb15243137c			
01407	75654	6618052	Q243097	https://fr.wikipedia.org/wiki/Seyssel_(Ain)	ark:/12148/cb15243138q	241199805		ark:/54721/000f5f9f-6b47-4aeb-b4b0-1ee468933257
01408	140084	2974523	Q777557	https://fr.wikipedia.org/wiki/Simandre-sur-Suran	ark:/12148/cb152431392		18296431	
01409		6424706	Q317981	https://fr.wikipedia.org/wiki/Songieu			18316645	
01410	142555	2974239	Q275801	https://fr.wikipedia.org/wiki/Sonthonnax-la-Montagne	ark:/12148/cb15243141m		18336246	
01411	146715	6424708	Q840120	https://fr.wikipedia.org/wiki/Souclin	ark:/12148/cb15243142z			
01412	140762	6424709	Q864584	https://fr.wikipedia.org/wiki/Sulignat	ark:/12148/cb152431439			
01413	145601	6424710	Q271317	https://fr.wikipedia.org/wiki/Surjoux	ark:/12148/cb15243144n			
01414	147873	6424711	Q275846	https://fr.wikipedia.org/wiki/Sutrieu	ark:/12148/cb152431450		18325048	
01415	147868	2973489	Q275869	https://fr.wikipedia.org/wiki/Talissieu	ark:/12148/cb15243146b		18333539	
01416	148026	6424713	Q637366	https://fr.wikipedia.org/wiki/Tenay	ark:/12148/cb15243147p			
01417	147343	6424714	Q462659	https://fr.wikipedia.org/wiki/Th%C3%A9zillieu	ark:/12148/cb152431481		18406373	
01418	149479	6612210	Q363180	https://fr.wikipedia.org/wiki/Thil_(Ain)	ark:/12148/cb15243149c			
01419	140087	6615636	Q457678	https://fr.wikipedia.org/wiki/Thoiry_(Ain)	ark:/12148/cb15243150k	235742239		
01420	140753	2972772	Q843583	https://fr.wikipedia.org/wiki/Thoissey	ark:/12148/cb15243151x	134132024	169191408	
01421	146751	6424717	Q845848	https://fr.wikipedia.org/wiki/Torcieu	ark:/12148/cb152431528			
01422	142148	6424718	Q864300	https://fr.wikipedia.org/wiki/Tossiat	ark:/12148/cb15243153m			
01423	148000	6424719	Q840412	https://fr.wikipedia.org/wiki/Toussieux	ark:/12148/cb15243154z			
01424	149497	2972071	Q648148	https://fr.wikipedia.org/wiki/Tramoyes	ark:/12148/cb152431559		18369492	
01425	142224	6455426	Q547743	https://fr.wikipedia.org/wiki/La_Trancli%C3%A8re	ark:/12148/cb15243156n			
01426	5756894				ark:/12148/cb152431570			
01427	148010	2971722	Q244565	https://fr.wikipedia.org/wiki/Tr%C3%A9voux	ark:/12148/cb15243158b	132572290	130981469	ark:/54721/164f27f0-b84b-46b1-9c44-49bed052d179
01428	142162	6424722	Q864432	https://fr.wikipedia.org/wiki/Valeins	ark:/12148/cb15243159p			
01429	140122	6424723	Q327991	https://fr.wikipedia.org/wiki/Vandeins	ark:/12148/cb15243160w			
01430	145570	6424724	Q325488	https://fr.wikipedia.org/wiki/Varambon	ark:/12148/cb152431617			
01431	146767	6424725	Q549629	https://fr.wikipedia.org/wiki/Vaux-en-Bugey	ark:/12148/cb15243162k	146557727		
01432	139175	6424726	Q840502	https://fr.wikipedia.org/wiki/Verjon	ark:/12148/cb15243163x			
01433	139138	6612212	Q844885	https://fr.wikipedia.org/wiki/Vernoux	ark:/12148/cb152431648			ark:/54721/663e3b98-b168-4c55-862a-8c0208bbe53c
01434	145672	6424727	Q843105	https://fr.wikipedia.org/wiki/Versailleux	ark:/12148/cb15243165m	242279690		ark:/54721/f22a57a4-051c-4947-aafb-f5c6d1aa2362
01435	139515	6615638	Q339107	https://fr.wikipedia.org/wiki/Versonnex_(Ain)	ark:/12148/cb15243166z			
01436	139155	2969584	Q275265	https://fr.wikipedia.org/wiki/Vesancy	ark:/12148/cb152431679		18320860	
01437	149229	6424729	Q843580	https://fr.wikipedia.org/wiki/Vescours	ark:/12148/cb15243168n			
01438		2969576	Q52365119	https://fr.wikipedia.org/wiki/V%C3%A9senex-Crassy				
01439	139164	6424730	Q843590	https://fr.wikipedia.org/wiki/V%C3%A9sines	ark:/12148/cb152431690			
01440		2969484	Q3556456	https://fr.wikipedia.org/wiki/Veyziat				
01441	145114	6424731	Q275223	https://fr.wikipedia.org/wiki/Vieu-d%27Izenave	ark:/12148/cb15243171j		18390236	
01442	147867	2969246	Q275930	https://fr.wikipedia.org/wiki/Vieu	ark:/12148/cb15243172w			
01443	145620	6424732	Q18104	https://fr.wikipedia.org/wiki/Villars-les-Dombes	ark:/12148/cb152431737	246262792		
01444	146707	6453511	Q857830	https://fr.wikipedia.org/wiki/Villebois	ark:/12148/cb15243174k			
01445	139171	6424733	Q840214	https://fr.wikipedia.org/wiki/Villemotier	ark:/12148/cb15243175x			
